Date,S&P500,NASDAQ,DOWJONES,NIKKEI,HANGSENG,USDINR,USDJPY,USDCNY,INDIAVIX,VIX,CRUDE,GOLD,SILVER,NATGAS,COPPER,WHEAT,UST10Y,DOLLARINDEX
,^GSPC,^IXIC,^DJI,^N225,^HSI,INR=X,JPY=X,CNY=X,^INDIAVIX,^VIX,BZ=F,GC=F,SI=F,NG=F,HG=F,ZW=F,^TNX,DX-Y.NYB
2021-06-30,4297.5,14503.9501953125,34502.51171875,28791.529296875,28827.94921875,74.28759765625,110.53500366210938,6.463099956512451,13.050000190734863,15.829999923706055,75.12999725341797,1770.800048828125,26.165000915527344,3.6500000953674316,4.296500205993652,671.5,1.4429999589920044,92.44000244140625
2021-07-01,4319.93994140625,14522.3798828125,34633.53125,28707.0390625,,74.37100219726562,111.1240005493164,6.456200122833252,12.84000015258789,15.479999542236328,75.83999633789062,1775.9000244140625,26.075000762939453,3.6610000133514404,4.242000102996826,658.5,1.4800000190734863,92.5999984741211
2021-07-02,4352.33984375,14639.330078125,34786.3515625,28783.279296875,28310.419921875,74.54499816894531,111.5719985961914,6.467599868774414,12.09000015258789,15.069999694824219,76.16999816894531,1782.5999755859375,26.481000900268555,3.700000047683716,4.2820000648498535,645.75,1.430999994277954,92.2300033569336
2021-07-05,,,,28598.189453125,28143.5,74.48179626464844,111.13500213623047,6.472099781036377,,,,,,,,,,
2021-07-06,4343.5400390625,14663.6396484375,34577.37109375,28643.2109375,28072.859375,74.31780242919922,110.91600036621094,6.462800025939941,12.279999732971191,16.440000534057617,74.52999877929688,1793.5,26.15399932861328,3.63700008392334,4.257999897003174,620.0,1.3700000047683716,92.55000305175781
2021-07-07,4358.1298828125,14665.0595703125,34681.7890625,28366.94921875,27960.619140625,74.76290130615234,110.60199737548828,6.478099822998047,12.210000038146973,16.200000762939453,73.43000030517578,1801.5,26.110000610351562,3.5959999561309814,4.328999996185303,614.75,1.3209999799728394,92.63999938964844
2021-07-08,4320.81982421875,14559.7802734375,34421.9296875,28118.029296875,27153.130859375,74.8218994140625,110.63500213623047,6.471499919891357,13.5600004196167,19.0,74.12000274658203,1799.5999755859375,25.966999053955078,3.687999963760376,4.271500110626221,612.25,1.2879999876022339,92.36000061035156
2021-07-09,4369.5498046875,14701.919921875,34870.16015625,27940.419921875,27344.5390625,74.72139739990234,109.8010025024414,6.489099979400635,12.9399995803833,16.18000030517578,75.55000305175781,1810.0,26.211000442504883,3.6740000247955322,4.352499961853027,608.5,1.3559999465942383,92.12999725341797
2021-07-12,4384.6298828125,14733.240234375,34996.1796875,28569.01953125,27515.240234375,74.4905014038086,110.21499633789062,6.478000164031982,12.989999771118164,16.170000076293945,75.16000366210938,1805.5,26.216999053955078,3.749000072479248,4.322999954223633,635.0,1.3630000352859497,92.2300033569336
2021-07-13,4369.2099609375,14677.650390625,34888.7890625,28718.240234375,27963.41015625,74.54170227050781,110.32499694824219,6.474599838256836,12.619999885559082,17.1200008392334,76.48999786376953,1809.4000244140625,26.114999771118164,3.696000099182129,4.314499855041504,628.75,1.4149999618530273,92.75
